L1,L2,NWND,Cluster_Number
ll2,ron,6.15132801463384,1
lm2,fra,6.15263361815788,1
fra,lm2,6.15263361815788,1
glg,fra,6.15369988939978,1
fra,glg,6.15369988939978,1
win,lm2,6.15383659091045,1
lm2,win,6.15383659091045,1
fra,ll1,6.15417667515179,1
ll1,fra,6.1541766751518,1
ron,ast,6.15505159954993,1
ast,ron,6.15505159954993,1
pcd,ito,6.15587236361143,1
ito,pcd,6.15587236361144,1
sc4,ro3,6.15594039147135,1
ro3,sc4,6.15594039147136,1
fur,win,6.1565859669732,1
win,fur,6.15658596697321,1
sc1,ro2,6.15705854504055,1
ro2,sc1,6.15705854504055,1
lat,ro1,6.15709341203341,1
ro1,lat,6.15709341203342,1
fro,por,6.15852696860553,1
por,fro,6.15852696860554,1
ro4,por,6.15912241515989,1
por,ro4,6.1591224151599,1
fra,ca6,6.1592441288413,1
ca6,fra,6.1592441288413,1
sc1,ca2,6.15994903265846,1
ca2,sc1,6.15994903265846,1
por,li3,6.16053797528565,1
li3,por,6.16053797528565,1
src,ro1,6.16170342875698,1
ro1,src,6.16170342875698,1
sc3,pr2,6.16276093064131,1
pr2,sc3,6.16276093064132,1
ron,spa,6.16292975069285,1
spa,ron,6.16292975069286,1
spa,ro1,6.1639971694009,1
ro1,spa,6.16399716940091,1
pcd,li3,6.16543330205429,1
li3,pcd,6.1654333020543,1
ve3,win,6.16648985180078,1
win,ve3,6.16648985180079,1
sc1,ro4,6.16726702159047,1
ro4,sc1,6.16726702159047,1
qbb,eg1,6.16738975963619,1
eg1,qbb,6.16738975963619,1
src,ro4,6.16825885943888,1
ro4,src,6.16825885943888,1
qbb,por,6.17095601679818,1
por,qbb,6.17095601679819,1
ro1,por,6.17136617266254,1
por,ro1,6.17136617266254,1
fro,sc2,6.17162673731791,1
sc2,fro,6.17162673731792,1
qbb,pm2,6.17501066208689,1
pm2,qbb,6.1750106620869,1
sro,lm1,6.17669024998761,1
lm1,sro,6.17669024998762,1
ron,pm1,6.17847787667996,1
pm1,ron,6.17847787667996,1
ito,ruq,6.17917804621978,1
ruq,ito,6.17917804621979,1
qbb,pr1,6.18303847041433,1
pr1,qbb,6.18303847041433,1
lat,ro4,6.18304763827876,1
ro4,lat,6.18304763827877,1
pr2,ca1,6.18509322735108,1
ca1,pr2,6.18509322735108,1
pcd,ro2,6.18557261213901,1
ro2,pcd,6.18557261213902,1
ruo,itf,6.18749005846172,1
itf,ruo,6.18749005846173,1
fro,itf,6.1882328662655,1
itf,fro,6.18823286626551,1
rup,glg,6.1912627226227,1
glg,rup,6.1912627226227,1
src,ro3,6.19191301692587,1
ro3,src,6.19191301692587,1
ron,lat,6.19262667028915,1
lat,ron,6.19262667028915,1
nea,lat,6.19412507553318,1
lat,nea,6.19412507553319,1
pcd,ca6,6.19426152560902,1
ca6,pcd,6.19426152560903,1
ruq,ro4,6.19443859535517,1
ro4,ruq,6.19443859535518,1
dlm,ca1,6.19473501823993,1
ca1,dlm,6.19473501823994,1
li3,lat,6.19527602868606,1
lat,li3,6.19527602868606,1
lat,ro2,6.19584041835836,1
ro2,lat,6.19584041835837,1
eg3,ruq,6.19632159760064,1
ruq,eg3,6.19632159760065,1
spa,ro3,6.20117659306456,1
ro3,spa,6.20117659306457,1
ruo,li1,6.20271521862762,1
li1,ruo,6.20271521862762,1
sro,ca1,6.2031085313216,1
ca1,sro,6.2031085313216,1
por,fur,6.20650010613434,1
fur,por,6.20650010613434,1
win,ca5,6.2095633304891,1
ca5,win,6.2095633304891,1
qbb,pm3,6.2121506243335,1
pm3,qbb,6.21215062433351,1
pr2,ro1,6.21436219446895,1
ro1,pr2,6.21436219446896,1
pcd,glg,6.21613529442205,1
glg,pcd,6.21613529442205,1
ron,lm2,6.21819874995097,1
lm2,ron,6.21819874995097,1
ve2,win,6.21865227203671,1
win,ve2,6.21865227203672,1
sc1,rup,6.22271866845238,1
rup,sc1,6.22271866845239,1
pcd,fur,6.2237222722742,1
fur,pcd,6.22372227227421,1
sc2,pr2,6.22475931588816,1
pr2,sc2,6.22475931588816,1
win,ca4,6.22599982124278,1
ca4,win,6.22599982124278,1
pcd,eg1,6.22629079369387,1
eg1,pcd,6.22629079369388,1
ron,sc1,6.22698202214638,1
sc1,ron,6.22698202214639,1
por,lm2,6.2284479411188,1
lm2,por,6.2284479411188,1
ron,ca2,6.23093247217235,1
ca2,ron,6.23093247217235,1
ruq,ca1,6.23110119906321,1
ca1,ruq,6.23110119906321,1
pcd,itg,6.23249917941294,1
itg,pcd,6.23249917941294,1
ve3,ruo,6.23522238561493,1
ruo,ve3,6.23522238561493,1
pcd,lm2,6.23554984926645,1
lm2,pcd,6.23554984926646,1
ruq,sc3,6.24013075023669,1
sc3,ruq,6.2401307502367,1
ruo,eg3,6.24056187239299,1
eg3,ruo,6.24056187239299,1
sc4,ca3,6.24094961971994,1
ca3,sc4,6.24094961971995,1
sc1,fro,6.24104546694837,1
fro,sc1,6.24104546694837,1
por,pm4,6.24127128993263,1
qbb,pm1,6.24146008010006,1
pm1,qbb,6.24146008010007,1
src,ro2,6.24196604065062,1
ro2,src,6.24196604065062,1
ron,ro1,6.24208382355138,1
ro1,ron,6.24208382355139,1
ruo,src,6.24294326366133,1
src,ruo,6.24294326366134,1
sc4,fro,6.24344879377476,1
fro,sc4,6.24344879377476,1
qbb,li3,6.24372087060078,1
li3,qbb,6.24372087060078,1
ca1,sc1,6.24374407218791,1
sc1,ca1,6.24374407218792,1
itg,fra,6.2447079920486,1
fra,itg,6.24470799204861,1
ro3,por,6.24551472070188,1
por,ro3,6.24551472070188,1
ro2,por,6.24611151128019,1
por,ro2,6.24611151128019,1
ca2,fra,6.24718136221455,1
fra,ca2,6.24718136221456,1
ron,ca1,6.24729081508236,1
ca1,ron,6.24729081508237,1
sro,dlm,6.24953714636629,1
dlm,sro,6.24953714636629,1
ro4,pcd,6.25001064645908,1
pcd,ro4,6.25001064645908,1
win,li3,6.25655736455107,1
li3,win,6.25655736455107,1
win,eg4,6.25993268287152,1
eg4,win,6.25993268287152,1
ve2,ruq,6.26033473095819,1
ruq,ve2,6.2603347309582,1
fra,lm1,6.26232466398324,1
lm1,fra,6.26232466398325,1
qbb,ro4,6.26376547031084,1
ro4,qbb,6.26376547031085,1
pcd,lm1,6.26402152182574,1
lm1,pcd,6.26402152182575,1
eg3,win,6.26482804877335,1
win,eg3,6.26482804877336,1
ro3,pcd,6.26491255053416,1
pcd,ro3,6.26491255053416,1
win,ca6,6.26559150530002,1
ca6,win,6.26559150530002,1
ruo,glg,6.26662600494092,1
glg,ruo,6.26662600494093,1
ron,ca3,6.26820268416797,1
ca3,ron,6.26820268416797,1
sc1,ro3,6.26851761989164,1
ro3,sc1,6.26851761989165,1
sro,ro4,6.26866676680729,1
ro4,sro,6.2686667668073,1
ruo,fur,6.26896364001582,1
fur,ruo,6.26896364001583,1
ruq,nea,6.2695371879093,1
nea,ruq,6.2695371879093,1
qbb,ro1,6.27202715047939,1
ro1,qbb,6.2720271504794,1
ruq,itf,6.27388477347451,1
itf,ruq,6.27388477347452,1
win,ca2,6.27407398149821,1
ca2,win,6.27407398149821,1
qbb,pm5,6.2762609270618,1
pm5,qbb,6.27626092706181,1
ron,li3,6.27818912196997,1
li3,ron,6.27818912196997,1
qbb,nea,6.27923381056909,1
nea,qbb,6.27923381056909,1
por,pm2,6.27934323688205,1
pm2,por,6.27934323688205,1
ruq,itg,6.2805574459049,1
itg,ruq,6.2805574459049,1
pcd,ll2,6.28226732049563,1
ll2,pcd,6.28226732049563,1
li1,ruq,6.2847269254574,1
ruq,li1,6.28472692545741,1
ron,qbb,6.28806969231055,1
qbb,ron,6.28806969231055,1
ro3,pr2,6.28848798423792,1
pr2,ro3,6.28848798423792,1
ruq,ca5,6.28966705939764,1
ca5,ruq,6.28966705939765,1
ve3,ruq,6.29044538519169,1
ruq,ve3,6.29044538519169,1
ruo,eg1,6.29044714681154,1
eg1,ruo,6.29044714681155,1
win,ro1,6.29248012609753,1
ro1,win,6.29248012609753,1
sro,ca3,6.29355410894366,1
ca3,sro,6.29355410894366,1
sc2,ruq,6.29396370053328,1
ruq,sc2,6.29396370053328,1
win,ro4,6.29465025674921,1
ro4,win,6.29465025674921,1
ruq,eg2,6.2953237505835,1
eg2,ruq,6.2953237505835,1
lat,lm2,6.29715323982564,1
lm2,lat,6.29715323982565,1
ron,ro4,6.29737486085602,1
ro4,ron,6.29737486085602,1
ruq,glg,6.29805875463808,1
glg,ruq,6.29805875463808,1
pcd,itf,6.29916638255861,1
itf,pcd,6.29916638255862,1
ruq,pm3,6.29937191531928,1
pm3,ruq,6.29937191531928,1
sro,ruq,6.30049506108102,1
ruq,sro,6.30049506108102,1
pr2,ca3,6.30131900588103,1
ca3,pr2,6.30131900588104,1
win,ca1,6.30162151731962,1
ca1,win,6.30162151731963,1
qbb,ro2,6.3018226747369,1
ro2,qbb,6.30182267473691,1
li2,fra,6.30196019295623,1
fra,li2,6.30196019295623,1
ca3,sc1,6.30254778617898,1
sc1,ca3,6.30254778617899,1
src,pr2,6.30333886411497,1
pr2,src,6.30333886411497,1
por,pm3,6.30422078124419,1
pm3,por,6.30422078124419,1
ve2,ruo,6.30422183958342,1
ruo,ve2,6.30422183958342,1
pr2,dlm,6.3045730011554,1
dlm,pr2,6.3045730011554,1
win,li1,6.30614234617304,1
li1,win,6.30614234617304,1
sc4,ron,6.30670369113786,1
ron,sc4,6.30670369113786,1
ron,pm5,6.30796232932581,1
pm5,ron,6.30796232932582,1
ro2,pr2,6.30832945623459,1
pr2,ro2,6.30832945623459,1
lat,fro,6.31152015677169,1
fro,lat,6.31152015677169,1
pcd,ro1,6.31237727811827,1
ro1,pcd,6.31237727811828,1
win,eg1,6.31259300882121,1
eg1,win,6.31259300882121,1
pcd,ca2,6.31338208165894,1
ca2,pcd,6.31338208165895,1
fra,ast,6.31341308929583,1
ast,fra,6.31341308929583,1
win,ve1,6.3143796669997,1
ve1,win,6.3143796669997,1
pm4,ruq,6.3146899437334,1
ruq,ro1,6.31976148679157,1
ro1,ruq,6.31976148679157,1
ruq,ca4,6.32307336545902,1
ca4,ruq,6.32307336545902,1
dlm,ca3,6.32363054755037,1
ca3,dlm,6.32363054755038,1
pcd,ast,6.32583219416207,1
ast,pcd,6.32583219416208,1
src,ca3,6.32783455498735,1
ca3,src,6.32783455498735,1
ve3,rup,6.32848428647957,1
rup,ve3,6.32848428647958,1
sc4,rup,6.33246334783187,1
rup,sc4,6.33246334783188,1
ruq,pm2,6.33287153913708,1
pm2,ruq,6.33287153913708,1
eg2,rup,6.33462563052573,1
rup,eg2,6.33462563052574,1
ruo,eg2,6.3366065470053,1
eg2,ruo,6.3366065470053,1
lat,rup,6.33898384349146,1
rup,lat,6.33898384349147,1
pcd,li2,6.3397314792429,1
li2,pcd,6.33973147924291,1
ron,ll1,6.34171301660949,1
ll1,ron,6.34171301660949,1
eg3,rup,6.34296332340718,1
rup,eg3,6.34296332340719,1
ron,fro,6.34478069833374,1
fro,ron,6.34478069833374,1
win,ro2,6.35099527895377,1
ro2,win,6.35099527895377,1
rup,li3,6.35135749972393,1
li3,rup,6.35135749972393,1
por,ll1,6.35276345834201,1
ll1,por,6.35276345834201,1
win,lm1,6.35355748301021,1
lm1,win,6.35355748301021,1
por,pm1,6.35389202153333,1
pm1,por,6.35389202153333,1
eg4,ruq,6.35692938621764,1
ruq,eg4,6.35692938621765,1
qbb,lm2,6.3572076866966,1
lm2,qbb,6.3572076866966,1
lat,ro3,6.3573297486662,1
ro3,lat,6.35732974866621,1
ruq,ca6,6.3585220884708,1
ca6,ruq,6.35852208847081,1
win,ll2,6.35933791244756,1
ll2,win,6.35933791244756,1
rup,qbb,6.36013355440467,1
qbb,rup,6.36013355440467,1
sro,ro1,6.36128029725075,1
ro1,sro,6.36128029725075,1
rup,fur,6.36273452654815,1
fur,rup,6.36273452654815,1
ron,ro2,6.36313924271981,1
ro2,ron,6.36313924271981,1
fro,sro,6.36318247933706,1
sro,fro,6.36318247933707,1
win,ro3,6.36389904636986,1
ro3,win,6.36389904636986,1
spa,rup,6.36499332015112,1
rup,spa,6.36499332015112,1
ita,win,6.36613929456811,1
win,ita,6.36613929456812,1
rup,por,6.36622651313714,1
por,rup,6.36622651313714,1
sc1,ruq,6.36655640306149,1
ruq,sc1,6.36655640306149,1
win,ca3,6.36856131473895,1
ca3,win,6.36856131473896,1
sc4,pr2,6.36876898531353,1
pr2,sc4,6.36876898531355,1
ruq,ro2,6.3690454335554,1
ro2,ruq,6.3690454335554,1
sc3,fra,6.37026828182548,1
fra,sc3,6.3702682818255,1
eg1,ruq,6.37613987331425,1
ruq,eg1,6.37613987331426,1
ve2,rup,6.37809115761529,1
rup,ve2,6.3780911576153,1
ruq,pm4,6.37944152440533,1
lat,ca1,6.3795426812891,1
ca1,lat,6.37954268128911,1
ruo,li2,6.37960864357936,1
li2,ruo,6.37960864357936,1
fra,dlm,6.38201277276225,1
dlm,fra,6.38201277276225,1
ron,lm1,6.38221266172769,1
lm1,ron,6.38221266172769,1
fro,qbb,6.38465768567557,1
qbb,fro,6.38465768567558,1
ruq,ca3,6.38572471825038,1
ca3,ruq,6.38572471825038,1
ruq,fro,6.38854284219436,1
fro,ruq,6.38854284219436,1
rup,nea,6.3907105290599,1
nea,rup,6.3907105290599,1
rup,ca4,6.39336093793755,1
ca4,rup,6.39336093793755,1
ve1,rup,6.39336906571849,1
rup,ve1,6.3933690657185,1
por,pm5,6.39542673751602,1
pm5,por,6.39542673751603,1
lm1,lat,6.40057918802227,1
lat,lm1,6.40057918802227,1
ca5,rup,6.40072357172339,1
rup,ca5,6.4007235717234,1
pcd,ca3,6.40106859783543,1
ca3,pcd,6.40106859783544,1
spa,fra,6.40727650926629,1
fra,spa,6.4072765092663,1
por,lm1,6.4109093216283,1
lm1,por,6.4109093216283,1
por,dlm,6.41162160276919,1
dlm,por,6.41162160276919,1
ruo,eg4,6.41250569882004,1
eg4,ruo,6.41250569882004,1
sc3,ruo,6.41420884854475,1
ruo,sc3,6.41420884854475,1
sc3,pcd,6.41556717072466,1
pcd,sc3,6.41556717072466,1
src,ruq,6.41622012959173,1
ruq,src,6.41622012959173,1
rup,pm3,6.41716640590932,1
pm3,rup,6.41716640590932,1
sc4,ruq,6.42149681550477,1
ruq,sc4,6.42149681550477,1
sc2,fra,6.42180942176856,1
fra,sc2,6.42180942176856,1
ruq,pm1,6.42222180837613,1
pm1,ruq,6.42222180837613,1
ve1,ruo,6.42384784992991,1
ruo,ve1,6.42384784992992,1
lat,ca3,6.42448354415191,1
ca3,lat,6.42448354415192,1
pcd,dlm,6.42559233785364,1
dlm,pcd,6.42559233785365,1
qbb,lm1,6.42856177409027,1
lm1,qbb,6.42856177409028,1
eg1,rup,6.43302248457252,1
rup,eg1,6.43302248457253,1
rup,ca6,6.43476835204677,1
ca6,rup,6.43476835204677,1
pm4,rup,6.43829633192317,1
pcd,ca1,6.438348072716,1
ca1,pcd,6.438348072716,1
ron,ro3,6.43955078599243,1
ro3,ron,6.43955078599244,1
rup,ro4,6.44076620782847,1
ro4,rup,6.44076620782847,1
ll1,lat,6.44174080046045,1
lat,ll1,6.44174080046045,1
sro,ro2,6.44199746774294,1
ro2,sro,6.44199746774294,1
win,li2,6.444240084542,1
li2,win,6.444240084542,1
itf,fra,6.44482574674242,1
fra,itf,6.44482574674242,1
pcd,spa,6.44487158457872,1
spa,pcd,6.44487158457873,1
sro,ruo,6.4481827088622,1
ruo,sro,6.4481827088622,1
qbb,ro3,6.44879695561945,1
ro3,qbb,6.44879695561946,1
ruq,ro3,6.451290111561,1
ro3,ruq,6.45129011156101,1
ruq,li2,6.45180085369854,1
li2,ruq,6.45180085369854,1
sc2,ruo,6.45351257792756,1
ruo,sc2,6.45351257792756,1
ruo,pm2,6.45634069032889,1
pm2,ruo,6.4563406903289,1
ruq,ca2,6.45863324737556,1
ca2,ruq,6.45863324737556,1
rup,pm4,6.45909725975757,1
src,fra,6.45966628547734,1
fra,src,6.45966628547735,1
pcd,sc2,6.46270002538809,1
sc2,pcd,6.4627000253881,1
ron,por,6.46301993408841,1
por,ron,6.46301993408841,1
ruq,pr1,6.46475319356728,1
pr1,ruq,6.46475319356728,1
sc1,pr2,6.46875994304579,1
pr2,sc1,6.46875994304579,1
ito,win,6.46965802943823,1
win,ito,6.46965802943824,1
ruo,pm3,6.46983295542433,1
pm3,ruo,6.46983295542433,1
qbb,ca1,6.47029709084357,1
ca1,qbb,6.47029709084358,1
pcd,ll1,6.47052175112056,1
ll1,pcd,6.47052175112057,1
qbb,ca3,6.4731421634092,1
ca3,qbb,6.47314216340921,1
ruo,ll2,6.47363194622602,1
ll2,ruo,6.47363194622603,1
ruo,ca4,6.47543101367906,1
ca4,ruo,6.47543101367906,1
qbb,ll1,6.481069585453,1
ll1,qbb,6.48106958545301,1
rup,ca2,6.48144443158582,1
ca2,rup,6.48144443158582,1
sro,ll1,6.4826083289174,1
ll1,sro,6.4826083289174,1
eg4,rup,6.48315068407087,1
rup,eg4,6.48315068407088,1
ruo,lm2,6.48809172434084,1
lm2,ruo,6.48809172434084,1
rup,ast,6.48935803607751,1
ast,rup,6.48935803607752,1
ruo,ca6,6.49301759486591,1
ca6,ruo,6.49301759486592,1
sro,pr2,6.49491484633068,1
pr2,sro,6.49491484633068,1
rup,ro1,6.49726354793586,1
ro1,rup,6.49726354793586,1
ruo,pm4,6.49881966405209,1
pm4,ruo,6.50150588215303,1
rup,pm2,6.50177855052329,1
pm2,rup,6.50177855052329,1
ruo,ca5,6.50198778316884,1
ca5,ruo,6.50198778316884,1
ruo,spa,6.50313215285136,1
spa,ruo,6.50313215285137,1
win,ll1,6.50447999687319,1
ll1,win,6.50447999687319,1
ruq,ast,6.50569234460392,1
ast,ruq,6.50569234460392,1
rup,pm1,6.51045823717212,1
pm1,rup,6.51045823717212,1
ve1,ruq,6.51628922034057,1
ruq,ve1,6.51628922034057,1
nea,pr2,6.52509668006407,1
pr2,nea,6.52509668006408,1
fro,rup,6.52548707886615,1
rup,fro,6.52548707886616,1
itf,win,6.52594825788911,1
win,itf,6.52594825788912,1
ruq,lm2,6.52669313770782,1
lm2,ruq,6.52669313770782,1
ca3,rup,6.52795978193349,1
rup,ca3,6.5279597819335,1
itg,win,6.5338464455821,1
win,itg,6.53384644558211,1
sro,ro3,6.53582883977697,1
ro3,sro,6.53582883977697,1
ruo,ro1,6.53708219729058,1
ro1,ruo,6.53708219729059,1
glg,win,6.53919283820713,1
win,glg,6.53919283820714,1
ruq,qbb,6.54086521285529,1
qbb,ruq,6.54086521285529,1
rup,lm2,6.54535365564469,1
lm2,rup,6.54535365564469,1
sc1,pcd,6.54587447329442,1
pcd,sc1,6.54587447329442,1
pr2,lat,6.54702606319774,1
lat,pr2,6.54702606319774,1
sc4,pcd,6.54821404165931,1
pcd,sc4,6.54821404165932,1
ruo,pm1,6.54966921462735,1
pm1,ruo,6.54966921462735,1
ruo,ro2,6.55059467003691,1
ro2,ruo,6.55059467003691,1
win,dlm,6.55102834220226,1
dlm,win,6.55102834220226,1
src,pcd,6.55128462314214,1
pcd,src,6.55128462314214,1
ruq,pm5,6.55151708182072,1
pm5,ruq,6.55151708182072,1
ruo,ll1,6.5523046655007,1
ll1,ruo,6.5523046655007,1
por,fra,6.5530138037638,1
fra,por,6.55301380376381,1
ruo,ro4,6.56191106156466,1
ro4,ruo,6.56191106156467,1
win,sc3,6.56350830669577,1
sc3,win,6.56350830669577,1
nea,fra,6.56501753256777,1
fra,nea,6.56501753256778,1
spa,ruq,6.56534386933431,1
ruq,spa,6.56534386933432,1
ruo,sc1,6.56899712790537,1
sc1,ruo,6.56899712790538,1
win,ast,6.57142826737972,1
ast,win,6.57142826737972,1
sc4,fra,6.57247288363325,1
fra,sc4,6.57247288363326,1
ruq,por,6.57553187821908,1
por,ruq,6.57553187821908,1
ruq,lm1,6.58071206120219,1
lm1,ruq,6.58071206120219,1
lat,fra,6.58617712365061,1
fra,lat,6.58617712365061,1
ll2,ruq,6.58707101615533,1
ruq,ll2,6.58707101615534,1
ruo,ast,6.58842565725085,1
ast,ruo,6.58842565725086,1
rup,ro2,6.5887336238778,1
ro2,rup,6.5887336238778,1
ruo,lat,6.58946772784037,1
lat,ruo,6.58946772784037,1
ruo,ca2,6.59007306602457,1
ca2,ruo,6.59007306602457,1
sro,pcd,6.59535531019982,1
pcd,sro,6.59535531019982,1
ruo,li3,6.59613181843196,1
li3,ruo,6.59613181843196,1
rup,ro3,6.60425628657566,1
ro3,rup,6.60425628657566,1
rup,ca1,6.60510603498486,1
ca1,rup,6.60510603498486,1
por,pr2,6.61050300599413,1
pr2,por,6.61050300599414,1
sc2,win,6.61968302258149,1
win,sc2,6.6196830225815,1
ron,pr2,6.6221108367116,1
pr2,ron,6.6221108367116,1
ruq,li3,6.62320100776143,1
li3,ruq,6.62320100776143,1
pcd,nea,6.62617740283346,1
nea,pcd,6.62617740283346,1
ruo,ro3,6.63160766595985,1
ro3,ruo,6.63160766595985,1
ruo,pr1,6.63189598617928,1
pr1,ruo,6.63189598617928,1
ruq,ll1,6.63296205445279,1
ll1,ruq,6.63296205445279,1
rup,pr1,6.63565549381143,1
pr1,rup,6.63565549381143,1
qbb,pr2,6.64263753323641,1
pr2,qbb,6.64263753323642,1
ruo,lm1,6.64586065601607,1
lm1,ruo,6.64586065601607,1
ruo,ca1,6.65009974046517,1
ca1,ruo,6.65009974046518,1
sc4,ruo,6.6509990620491,1
ruo,sc4,6.6509990620491,1
ron,win,6.65319769290589,1
win,ron,6.6531976929059,1
ruo,pm5,6.65496318656255,1
pm5,ruo,6.65496318656256,1
por,pcd,6.65867255497126,1
pcd,por,6.65867255497126,1
win,sc4,6.66683008543231,1
sc4,win,6.66683008543231,1
win,src,6.67537727249806,1
src,win,6.67537727249806,1
rup,ll2,6.67612631436587,1
ll2,rup,6.67612631436587,1
win,nea,6.67861575983656,1
nea,win,6.67861575983656,1
ruq,fra,6.67956682780825,1
fra,ruq,6.67956682780826,1
ruo,nea,6.68111874010958,1
nea,ruo,6.68111874010958,1
sro,fra,6.6846705239261,1
fra,sro,6.6846705239261,1
ll1,rup,6.69036795391368,1
rup,ll1,6.69036795391369,1
win,sc1,6.70495663150398,1
sc1,win,6.70495663150398,1
win,spa,6.7049906725664,1
spa,win,6.7049906725664,1
ron,pcd,6.70737451627613,1
pcd,ron,6.70737451627613,1
sc1,fra,6.71056785607744,1
fra,sc1,6.71056785607744,1
ruo,ca3,6.72292631639735,1
ca3,ruo,6.72292631639736,1
pcd,lat,6.72813328541679,1
lat,pcd,6.72813328541679,1
ruo,por,6.72845676359433,1
por,ruo,6.72845676359433,1
qbb,fra,6.73349117113015,1
fra,qbb,6.73349117113015,1
win,sro,6.73848859314405,1
sro,win,6.73848859314405,1
rup,pm5,6.73998790846193,1
pm5,rup,6.73998790846194,1
ron,fra,6.74917334939073,1
fra,ron,6.74917334939073,1
ruo,pr2,6.75146380328454,1
pr2,ruo,6.75146380328455,1
ruo,qbb,6.75239799720722,1
qbb,ruo,6.75239799720722,1
qbb,pcd,6.76505370094216,1
pcd,qbb,6.76505370094216,1
rup,lm1,6.76585377785354,1
lm1,rup,6.76585377785354,1
ruo,fro,6.78737961518018,1
fro,ruo,6.78737961518018,1
win,lat,6.83442304077563,1
lat,win,6.83442304077563,1
rup,pr2,6.85001249444368,1
pr2,rup,6.85001249444368,1
ruq,pcd,6.86508507209481,1
pcd,ruq,6.86508507209481,1
ruo,fra,6.86846493701699,1
fra,ruo,6.86846493701699,1
ruq,pr2,6.87104794674466,1
pr2,ruq,6.87104794674467,1
win,ruq,6.88086422547586,1
ruq,win,6.88086422547586,1
win,por,6.90114291965541,1
por,win,6.90114291965541,1
win,qbb,6.91849214094562,1
qbb,win,6.91849214094562,1
win,ruo,6.9443566046794,1
ruo,win,6.9443566046794,1
ruo,pcd,6.96086548940923,1
pcd,ruo,6.96086548940923,1
rup,pcd,6.98207735083917,1
pcd,rup,6.98207735083917,1
win,rup,6.99293068743227,1
rup,win,6.99293068743227,1
rup,fra,7.02140771171739,1
fra,rup,7.02140771171739,1
