L1,L2,Score_distance
lat,ve1,0.732149265888201
ve1,lat,0.732149265888195
ll1,ro4,0.732057781800511
ro4,ll1,0.732057781800508
sc2,pr1,0.732014599991437
pr1,sc2,0.732014599991434
li2,ro1,0.732001755997135
ro1,li2,0.732001755997133
pm2,ro3,0.731887592709867
ro3,pm2,0.731887592709863
pm4,ca6,0.730869960045041
lm2,sc1,0.730798270870745
sc1,lm2,0.730798270870745
li3,ll2,0.730703430472064
ll2,li3,0.730703430472064
dlm,itf,0.730696264102651
itf,dlm,0.730696264102644
ca1,pm2,0.730581926065075
pm2,ca1,0.730581926065075
ca5,pm5,0.730524913377431
pm5,ca5,0.730524913377429
pm4,ast,0.73033797390326
pm3,ro4,0.730264499781223
ro4,pm3,0.730264499781223
fur,sc4,0.730248175590642
sc4,fur,0.730248175590638
sc4,lat,0.730181815281365
lat,sc4,0.730181815281363
pm1,ro4,0.730113284618164
ro4,pm1,0.730113284618162
sc3,pr1,0.729893665618105
pr1,sc3,0.729893665618103
glg,ro4,0.729893383109549
ro4,glg,0.729893383109547
pr1,ve3,0.729889979727815
ve3,pr1,0.729889979727815
itf,lm1,0.729856420611385
lm1,itf,0.729856420611383
eg1,ll1,0.72973071009518
ll1,eg1,0.729730710095178
nea,ca3,0.729624129322481
ca3,nea,0.72962412932248
lm2,ro3,0.729549981769608
ro3,lm2,0.729549981769606
pm1,sc4,0.729291970800009
sc4,pm1,0.729291970800009
pr1,ro3,0.729210787743435
ro3,pr1,0.729210787743429
ruo,rup,0.729178748801372
rup,ruo,0.729178748801364
itf,li3,0.729161070817344
li3,itf,0.729161070817344
ve3,fro,0.729056944940628
fro,ve3,0.729056944940626
ca5,itf,0.728843011242036
itf,ca5,0.728843011242034
ca4,src,0.72882206605036
src,ca4,0.728822066050358
li2,ro4,0.728719937018232
ro4,li2,0.728719937018227
ca6,ro4,0.728681485543396
ro4,ca6,0.728681485543396
pr1,glg,0.728503507709434
glg,pr1,0.728503507709432
fur,ast,0.728416438161213
ast,fur,0.728416438161211
ca5,ro4,0.728411830555587
ro4,ca5,0.728411830555585
dlm,por,0.728393757203413
por,dlm,0.728393757203413
ve2,ro2,0.728213349267189
ro2,ve2,0.728213349267182
li3,glg,0.728087397568374
glg,li3,0.728087397568365
ca6,src,0.727823212245845
src,ca6,0.727823212245845
dlm,ro2,0.727822935036575
ro2,dlm,0.727822935036575
lm2,ca1,0.727658817838555
ca1,lm2,0.727658817838544
qbb,sc2,0.727630816352387
sc2,qbb,0.727630816352383
glg,ro1,0.727592021221458
ro1,glg,0.727592021221451
ca6,itf,0.727216116084726
itf,ca6,0.727216116084726
sc3,ca3,0.726959823470174
ca3,sc3,0.726959823470171
ca4,ro4,0.726959217186399
ro4,ca4,0.726959217186399
ro4,por,0.726869345197457
por,ro4,0.726869345197453
ca3,sc1,0.726858967553531
sc1,ca3,0.726858967553521
ll1,ro2,0.726724178847425
ro2,ll1,0.726724178847422
fro,por,0.72663027014071
por,fro,0.726630270140704
li1,spa,0.726614005797537
spa,li1,0.726614005797535
ito,ro3,0.726232889150318
ro3,ito,0.726232889150311
fro,sc3,0.726139085212699
sc3,fro,0.726139085212695
dlm,eg2,0.725685456051537
eg2,dlm,0.725685456051536
ve2,dlm,0.72561464451083
dlm,ve2,0.725614644510828
sro,ca2,0.725608759598959
ca2,sro,0.725608759598954
fur,ro1,0.725528415490621
ro1,fur,0.725528415490618
ro3,pm5,0.725375060619304
pm5,ro3,0.725375060619302
sc2,ro3,0.725307917151795
ro3,sc2,0.725307917151792
fur,itf,0.725136324283757
itf,fur,0.725136324283754
ca6,li1,0.725058596360043
li1,ca6,0.725058596360043
dlm,li1,0.724976816613528
li1,dlm,0.724976816613528
eg4,sro,0.724935039063486
sro,eg4,0.724935039063481
sc4,ro3,0.724803686718679
ro3,sc4,0.724803686718675
pm3,dlm,0.724742160921904
dlm,pm3,0.724742160921899
eg2,ro4,0.724687395949478
ro4,eg2,0.724687395949478
itg,spa,0.724410311812108
spa,itg,0.724410311812106
pm2,ro4,0.724312759471193
ro4,pm2,0.724312759471188
sc3,ro2,0.724287229547625
ro2,sc3,0.724287229547617
dlm,ro1,0.723900424965559
ro1,dlm,0.723900424965554
ast,eg4,0.723557271383965
eg4,ast,0.723557271383965
ca4,itf,0.723525278965011
itf,ca4,0.723525278965011
ve2,ca3,0.723059523165013
ca3,ve2,0.723059523165008
nea,ro2,0.722773835292804
ro2,nea,0.722773835292801
fur,li1,0.722731945690615
li1,fur,0.722731945690615
fro,ro2,0.722718320661086
ro2,fro,0.722718320661081
spa,eg2,0.722645698592241
eg2,spa,0.722645698592237
ll2,ca1,0.722291231262327
ca1,ll2,0.722291231262322
itf,glg,0.722270182770697
glg,itf,0.722270182770692
dlm,pm4,0.722257338718673
fur,sc2,0.722247039786186
sc2,fur,0.722247039786185
ca2,eg2,0.722043849230012
eg2,ca2,0.722043849230012
sc4,ro4,0.721915394569422
ro4,sc4,0.721915394569417
ita,lm1,0.721874425128744
lm1,ita,0.721874425128739
sc2,ca3,0.721623166781252
ca3,sc2,0.721623166781249
ca1,ro2,0.721474015416381
ro2,ca1,0.721474015416379
eg3,ro2,0.721316991105095
ro2,eg3,0.721316991105093
li1,ca2,0.721255356760266
ca2,li1,0.721255356760263
sc4,lm1,0.721166179450369
lm1,sc4,0.721166179450362
lat,ruq,0.719902476049312
ruq,lat,0.719902476049307
pm4,sc3,0.719846164550719
lm2,sc3,0.719784265256701
sc3,lm2,0.719784265256701
fra,win,0.719678753701024
win,fra,0.719678753701019
ca2,pm5,0.719616437718984
pm5,ca2,0.719616437718984
ron,ito,0.719504915354171
ito,ron,0.719504915354169
ro1,pm4,0.719382905577816
ro2,pm5,0.71934971349222
pm5,ro2,0.719349713492218
ll1,itf,0.719223954153543
itf,ll1,0.719223954153538
sc2,sro,0.719156683773383
sro,sc2,0.719156683773381
itg,ro3,0.71893574581615
ro3,itg,0.71893574581614
pm2,sc4,0.718707740921297
sc4,pm2,0.718707740921297
nea,ro4,0.718638108655211
ro4,nea,0.718638108655204
ve3,ro3,0.718555094771091
ro3,ve3,0.718555094771087
fro,sc1,0.718324257966984
sc1,fro,0.718324257966977
fur,eg4,0.717739073129387
eg4,fur,0.717739073129382
pm2,itf,0.717570152809084
itf,pm2,0.717570152809081
ast,eg2,0.717510572659897
eg2,ast,0.717510572659893
pr1,ve2,0.717500462528583
ve2,pr1,0.717500462528583
fur,sc1,0.717497045392616
sc1,fur,0.717497045392609
sc3,sro,0.717414489022879
sro,sc3,0.717414489022879
fur,por,0.717376308899273
por,fur,0.717376308899273
por,pm4,0.717187105468519
ca2,ro4,0.717025602039306
ro4,ca2,0.717025602039306
lm1,pm4,0.71671502768085
eg4,ro4,0.716706308543663
ro4,eg4,0.716706308543659
li1,ast,0.716676364872356
ast,li1,0.716676364872353
sc4,lm2,0.716502728058138
lm2,sc4,0.716502728058133
li2,glg,0.716429811111402
glg,li2,0.716429811111401
li3,lm1,0.716132586210214
lm1,li3,0.716132586210206
ca3,por,0.715840898800996
por,ca3,0.71584089880099
ca5,li1,0.715832314409545
li1,ca5,0.715832314409545
ll2,ro3,0.715581987905235
ro3,ll2,0.715581987905229
spa,eg3,0.715525608147689
eg3,spa,0.715525608147687
sc1,lat,0.715215379839183
lat,sc1,0.71521537983918
pm2,dlm,0.715056503431635
dlm,pm2,0.715056503431631
ca1,li3,0.714968513007613
li3,ca1,0.714968513007613
pm1,sc2,0.714923196587586
sc2,pm1,0.714923196587582
pr1,ita,0.71488247256195
ita,pr1,0.714882472561948
glg,eg4,0.7148746980182
eg4,glg,0.714874698018198
ll2,pm5,0.714560644825224
pm5,ll2,0.71456064482522
ca6,fro,0.714409311958908
fro,ca6,0.714409311958908
ca2,itf,0.714118821526767
itf,ca2,0.714118821526766
glg,ca3,0.71389647955707
ca3,glg,0.713896479557068
li3,ll1,0.713844273369766
ll1,li3,0.713844273369763
ast,pr1,0.713830887536336
pr1,ast,0.713830887536336
eg2,pm1,0.713637455102681
pm1,eg2,0.71363745510268
qbb,sc3,0.713571526528341
sc3,qbb,0.713571526528337
pm2,lm1,0.713554586692936
lm1,pm2,0.713554586692932
fro,fra,0.713465763748819
fra,fro,0.713465763748816
ast,eg3,0.713136201008272
eg3,ast,0.713136201008268
fur,eg1,0.71238360897119
eg1,fur,0.712383608971189
eg3,ll1,0.712335375989679
ll1,eg3,0.712335375989679
pm4,sc2,0.712268185273868
lm2,ro2,0.711720642034934
ro2,lm2,0.71172064203493
eg3,ca2,0.711674943526491
ca2,eg3,0.71167494352649
ca1,pm4,0.711669483132946
ll2,pm3,0.711483379622745
pm3,ll2,0.711483379622745
itg,glg,0.711269278682079
glg,itg,0.711269278682075
spa,ve3,0.711219468431939
ve3,spa,0.711219468431938
ll1,nea,0.710851852070671
nea,ll1,0.710851852070666
pr1,ro2,0.710689874188261
ro2,pr1,0.710689874188261
itf,pm4,0.710653259532934
li2,lm1,0.710637865819901
lm1,li2,0.710637865819897
itg,ast,0.710556417179488
ast,itg,0.710556417179484
eg1,src,0.710424307388272
src,eg1,0.710424307388269
pm1,ro3,0.710401167718287
ro3,pm1,0.710401167718283
eg4,ca2,0.710313549177933
ca2,eg4,0.710313549177932
src,ro4,0.710235185870183
ro4,src,0.710235185870179
ll2,dlm,0.710208747447
dlm,ll2,0.710208747446995
glg,sro,0.710149420393905
sro,glg,0.710149420393905
lat,glg,0.71014718983236
glg,lat,0.71014718983235
li2,lm2,0.710012006313563
lm2,li2,0.71001200631356
li3,pm1,0.709956506430545
pm1,li3,0.709956506430542
sc3,ro3,0.709948837631402
ro3,sc3,0.709948837631394
src,glg,0.70939143056649
glg,src,0.709391430566486
pm3,itf,0.709041572787586
itf,pm3,0.709041572787585
ve1,ast,0.708851772616084
ast,ve1,0.708851772616081
lat,sc2,0.708849720616269
sc2,lat,0.708849720616262
lm2,ro4,0.708552451542162
ro4,lm2,0.708552451542159
ve2,sro,0.708447739542521
sro,ve2,0.70844773954251
eg1,pm1,0.708293573369695
pm1,eg1,0.708293573369695
pm2,ro1,0.708124474096298
ro1,pm2,0.708124474096298
ve1,spa,0.708107523429836
spa,ve1,0.708107523429832
ll2,pm4,0.707953011790948
ca2,ve3,0.707887535341536
ve3,ca2,0.707887535341536
eg4,ll1,0.707838960672299
ll1,eg4,0.707838960672295
eg2,ll1,0.707724521154652
ll1,eg2,0.70772452115465
eg4,ca3,0.707643135022206
ca3,eg4,0.707643135022199
eg1,lm1,0.707451068204312
lm1,eg1,0.707451068204306
pr1,ro4,0.707436996225816
ro4,pr1,0.707436996225814
itf,pm1,0.707369282970644
pm1,itf,0.707369282970644
sc4,pm3,0.707340797271056
pm3,sc4,0.707340797271053
lat,src,0.707263465270178
src,lat,0.707263465270178
ro4,pm5,0.707211614368962
pm5,ro4,0.707211614368957
fro,ca2,0.707163304197489
ca2,fro,0.707163304197484
sc2,ro4,0.706636030927099
ro4,sc2,0.706636030927097
pm3,ro1,0.706528444216846
ro1,pm3,0.706528444216844
pm3,ll1,0.706394292382992
ll1,pm3,0.706394292382989
spa,ve2,0.706222738281861
ve2,spa,0.706222738281861
por,sro,0.70589261040358
sro,por,0.705892610403574
pm3,lm1,0.705872354083149
lm1,pm3,0.705872354083146
ca1,pm3,0.70556512284073
pm3,ca1,0.705565122840727
fur,eg2,0.705389279971503
eg2,fur,0.7053892799715
ca4,fro,0.705323726508199
fro,ca4,0.705323726508196
sc4,sro,0.705305029687315
sro,sc4,0.705305029687315
ll1,pm5,0.705293023545987
pm5,ll1,0.705293023545985
fur,sc3,0.705250368730012
sc3,fur,0.705250368730008
fra,pcd,0.705156410826826
pcd,fra,0.705156410826825
ve1,ro4,0.705099386598351
ro4,ve1,0.705099386598346
ve2,ca2,0.705034881738339
ca2,ve2,0.705034881738335
fur,eg3,0.70493249525429
eg3,fur,0.704932495254286
ca4,eg2,0.704778466201281
eg2,ca4,0.704778466201281
li2,ll1,0.704699041030559
ll1,li2,0.704699041030559
fro,pr1,0.704215148938127
pr1,fro,0.704215148938127
sc1,ro3,0.704196196904697
ro3,sc1,0.704196196904689
eg4,ro1,0.704184531444329
ro1,eg4,0.704184531444325
li3,lm2,0.703582941047546
lm2,li3,0.703582941047541
ll1,sc2,0.702930605494254
sc2,ll1,0.702930605494254
eg1,ll2,0.702906136985389
ll2,eg1,0.702906136985386
ll2,pm2,0.702615177193407
pm2,ll2,0.702615177193405
nea,ro1,0.702549564068124
ro1,nea,0.702549564068114
fra,pr1,0.702524151519249
pr1,fra,0.702524151519245
ito,ast,0.702475857821125
ast,ito,0.702475857821123
eg3,ro4,0.702186141139702
ro4,eg3,0.7021861411397
ll2,ro2,0.702130195567873
ro2,ll2,0.702130195567871
ca6,eg2,0.702029017582811
eg2,ca6,0.702029017582809
ca4,eg3,0.701967535839623
eg3,ca4,0.701967535839621
ca5,fro,0.701863974638245
fro,ca5,0.70186397463824
li2,pm1,0.701640634417736
pm1,li2,0.701640634417733
fro,ito,0.701408192776262
ito,fro,0.701408192776262
ve1,ro1,0.701138806060701
ro1,ve1,0.701138806060687
pm1,sc1,0.701000046820659
sc1,pm1,0.701000046820656
ca1,ro1,0.700777783705143
ro1,ca1,0.700777783705139
dlm,ruo,0.700605787946637
ruo,dlm,0.700605787946637
eg3,ro1,0.700439248482103
ro1,eg3,0.700439248482098
dlm,ruq,0.700165252968415
ruq,dlm,0.7001652529684
li3,ro1,0.700122459319521
ro1,li3,0.700122459319521
ll1,pm2,0.700095719235093
pm2,ll1,0.700095719235093
sc1,ro4,0.699979789181981
ro4,sc1,0.699979789181978
ve1,ca3,0.69967913367738
ca3,ve1,0.699679133677372
itg,lm1,0.699541307344389
lm1,itg,0.699541307344386
ca6,eg4,0.699517962997573
eg4,ca6,0.699517962997573
ca4,eg4,0.699375571514042
eg4,ca4,0.69937557151404
li2,por,0.699300836679177
por,li2,0.699300836679177
ito,spa,0.698979173987202
spa,ito,0.698979173987202
ca1,sro,0.698873701250416
sro,ca1,0.698873701250416
sc2,ro1,0.698626660313348
ro1,sc2,0.698626660313342
ca5,eg2,0.698599510920885
eg2,ca5,0.698599510920883
ca1,fro,0.698591004955021
fro,ca1,0.698591004955021
li3,sc1,0.69826235303129
sc1,li3,0.698262353031288
li1,ll2,0.698166172217239
ll2,li1,0.698166172217239
ast,ve3,0.698080972452052
ve3,ast,0.698080972452052
ca1,ro4,0.697977311504518
ro4,ca1,0.697977311504516
li1,ro4,0.697926498073955
ro4,li1,0.697926498073947
li1,ll1,0.697782967868649
ll1,li1,0.697782967868646
eg3,ca3,0.697726406180479
ca3,eg3,0.697726406180474
ve3,lm1,0.697704495097019
lm1,ve3,0.697704495097013
lm2,por,0.697534311354876
por,lm2,0.697534311354876
eg4,src,0.697285413473266
src,eg4,0.697285413473263
eg2,ro1,0.69682301965523
ro1,eg2,0.696823019655226
qbb,itg,0.69680077323365
itg,qbb,0.696800773233643
sc1,ro1,0.696788457091882
ro1,sc1,0.696788457091878
ve2,ro4,0.696710881691595
ro4,ve2,0.69671088169159
glg,eg2,0.69644565209999
eg2,glg,0.696445652099987
por,itf,0.695898105688106
itf,por,0.695898105688101
src,itf,0.695797666614572
itf,src,0.69579766661457
itf,li2,0.695786856612322
li2,itf,0.695786856612321
itg,ca3,0.69533831252966
ca3,itg,0.695338312529649
itg,ll1,0.695271434515419
ll1,itg,0.695271434515413
itg,ca5,0.695046084985739
ca5,itg,0.695046084985737
eg1,ca1,0.69496928645107
ca1,eg1,0.694969286451055
ca5,eg4,0.694969061077915
eg4,ca5,0.694969061077912
li3,sc4,0.694952919881419
sc4,li3,0.694952919881418
ca1,eg2,0.694805552741314
eg2,ca1,0.694805552741314
li2,ca1,0.694699280144099
ca1,li2,0.694699280144096
lm2,ro1,0.694630312139348
ro1,lm2,0.694630312139343
glg,eg3,0.694592274045921
eg3,glg,0.694592274045919
li1,ca1,0.69459119543802
ca1,li1,0.694591195438017
ca6,eg3,0.69458207237604
eg3,ca6,0.694582072376039
eg1,lm2,0.694541285866316
lm2,eg1,0.694541285866313
fur,ito,0.69443627416306
ito,fur,0.69443627416306
ca4,ve1,0.694243285640064
ve1,ca4,0.694243285640064
ca4,ve3,0.694226866863744
ve3,ca4,0.694226866863744
pr1,ca4,0.694220553515289
ca4,pr1,0.694220553515287
ll1,pm4,0.694165403000858
pm2,lm2,0.69393060033384
lm2,pm2,0.693930600333839
li2,sc1,0.693909157861246
sc1,li2,0.693909157861246
ca5,eg3,0.693728458807242
eg3,ca5,0.693728458807239
ll2,eg4,0.693674661918904
eg4,ll2,0.693674661918903
lat,sc3,0.693573672754938
sc3,lat,0.693573672754936
itg,ca2,0.69347385210285
ca2,itg,0.693473852102848
li1,glg,0.693308969462726
glg,li1,0.693308969462722
ca1,fur,0.693016534452346
fur,ca1,0.693016534452343
ve1,lm1,0.692771149320598
lm1,ve1,0.692771149320593
sc4,li1,0.692634947462484
li1,sc4,0.692634947462482
sc4,ro1,0.692621780871306
ro1,sc4,0.692621780871297
pm4,ro4,0.692613061945611
ca5,pr1,0.692545638556136
pr1,ca5,0.692545638556136
sc1,sro,0.692511087588708
sro,sc1,0.692511087588707
pm1,lm2,0.692407837319231
lm2,pm1,0.692407837319229
ll2,itf,0.69235283177053
itf,ll2,0.692352831770527
eg2,src,0.692054026654997
src,eg2,0.692054026654997
ve3,ro2,0.692019183569716
ro2,ve3,0.692019183569705
ca4,ve2,0.691570209448006
ve2,ca4,0.691570209448006
ve3,sro,0.691364747864009
sro,ve3,0.691364747864003
ita,fro,0.691208099650584
fro,ita,0.691208099650581
glg,ve3,0.691111661493413
ve3,glg,0.691111661493413
ve1,ca2,0.69097508761854
ca2,ve1,0.690975087618538
sc3,ro4,0.69089729554271
ro4,sc3,0.690897295542696
ve1,ll1,0.690838087597378
ll1,ve1,0.690838087597372
ast,ca3,0.690815289325889
ca3,ast,0.690815289325889
pm1,sc3,0.690627188952942
sc3,pm1,0.69062718895294
ll2,lm2,0.69059916657062
lm2,ll2,0.69059916657062
ca6,ve3,0.690475415416293
ve3,ca6,0.690475415416293
ca6,itg,0.690292610937264
itg,ca6,0.690292610937264
src,eg3,0.690131126883298
eg3,src,0.690131126883296
pm4,ro1,0.690111784227886
ito,ca2,0.689577145992979
ca2,ito,0.689577145992976
ito,glg,0.689358719787461
glg,ito,0.689358719787457
ve2,ca6,0.688699027562314
ca6,ve2,0.688699027562312
ll1,lm2,0.688620964624435
lm2,ll1,0.688620964624433
lm2,pm4,0.688493805956625
glg,ca2,0.688365262167511
ca2,glg,0.688365262167509
ca6,ve1,0.688124233848717
ve1,ca6,0.688124233848717
ve1,sro,0.688015323086007
sro,ve1,0.688015323086004
eg2,pm2,0.687999740204192
pm2,eg2,0.68799974020419
li1,sc1,0.687940418107931
sc1,li1,0.687940418107931
ve1,lm2,0.687885874290574
lm2,ve1,0.687885874290569
dlm,ve3,0.68771024098849
ve3,dlm,0.68771024098849
li2,ll2,0.687658948054825
ll2,li2,0.687658948054825
ita,spa,0.687606140514753
spa,ita,0.687606140514753
itf,lm2,0.687350025436125
lm2,itf,0.687350025436125
ve2,ro1,0.68733148672466
ro1,ve2,0.687331486724652
sc3,ll1,0.686970663951072
ll1,sc3,0.686970663951068
qbb,src,0.686943926283811
src,qbb,0.686943926283811
pr1,ro1,0.686941605501645
ro1,pr1,0.686941605501642
eg2,lm1,0.686929734132236
lm1,eg2,0.686929734132231
pm5,ro1,0.686848499776734
ro1,pm5,0.686848499776734
li2,sc4,0.686535574598206
sc4,li2,0.686535574598206
dlm,src,0.685700220705848
src,dlm,0.685700220705837
ll1,ro1,0.685629619510064
ro1,ll1,0.685629619510058
lat,itg,0.685457245454976
itg,lat,0.685457245454969
itg,ro2,0.685443313135268
ro2,itg,0.685443313135258
ll1,ve3,0.685120846858517
ve3,ll1,0.685120846858514
ve1,glg,0.685024895457437
glg,ve1,0.685024895457433
ito,lm2,0.685016246277659
lm2,ito,0.685016246277658
ca5,ve3,0.684457702616796
ve3,ca5,0.684457702616796
ve2,lm1,0.684444595619751
lm1,ve2,0.684444595619744
sc4,pm4,0.684215503228793
ll2,ro4,0.683796584080491
ro4,ll2,0.683796584080485
ito,ca3,0.683425821287736
ca3,ito,0.683425821287732
li1,ro1,0.683342615490962
ro1,li1,0.683342615490956
ll1,sc1,0.682678303064397
sc1,ll1,0.682678303064397
li1,por,0.68228935633335
por,li1,0.68228935633335
pm4,itf,0.682266074117598
ca1,itf,0.6821264584224
itf,ca1,0.682126458422396
ast,ca2,0.682009504950499
ca2,ast,0.682009504950496
ita,ruq,0.682003010461545
ruq,ita,0.682003010461537
pm3,eg2,0.681939202810438
eg2,pm3,0.681939202810436
ll2,ve1,0.681735191257103
ve1,ll2,0.681735191257103
pm4,eg3,0.681640496194036
ca4,ito,0.681401409029226
ito,ca4,0.681401409029226
li3,eg4,0.681361325556386
eg4,li3,0.681361325556383
fur,ve1,0.681321084997778
ve1,fur,0.681321084997778
ve2,pm1,0.681226991897495
pm1,ve2,0.681226991897491
ve2,ca5,0.681102492424706
ca5,ve2,0.681102492424704
pm3,sc2,0.68064916320751
sc2,pm3,0.68064916320751
ito,ca5,0.680628489200743
ca5,ito,0.68062848920074
itg,ro4,0.680587449144527
ro4,itg,0.680587449144514
eg3,ll2,0.680486997229901
ll2,eg3,0.680486997229901
fur,itg,0.680214868804496
itg,fur,0.680214868804496
fur,ve3,0.680134028833871
ve3,fur,0.68013402883387
ve3,ro1,0.680079205614253
ro1,ve3,0.680079205614246
sc4,pm5,0.680009962978496
pm5,sc4,0.680009962978483
ve1,ca5,0.679986981741104
ca5,ve1,0.679986981741102
eg2,pm4,0.679729483873502
fro,ro4,0.679643762646694
ro4,fro,0.679643762646691
ito,ca6,0.679621085496073
ca6,ito,0.679621085496071
ita,ca3,0.679352454156503
ca3,ita,0.679352454156497
sc1,pm5,0.679155270625461
pm5,sc1,0.679155270625446
ca1,pm5,0.679022532801678
sc3,ro1,0.678678578417295
ro1,sc3,0.678678578417289
li1,pm1,0.678568445493799
pm1,li1,0.678568445493795
ita,ro3,0.678319591101041
ro3,ita,0.67831959110103
ita,ca5,0.678258710139896
ca5,ita,0.678258710139895
eg4,pm1,0.678253714065377
pm1,eg4,0.678253714065377
eg2,ll2,0.677706253119485
ll2,eg2,0.677706253119485
eg3,lm1,0.677034942810164
lm1,eg3,0.677034942810161
ca2,ita,0.676902286522526
ita,ca2,0.676902286522526
pr1,ca2,0.676741749466383
ca2,pr1,0.676741749466378
li3,pm4,0.676431104645708
li3,eg2,0.67611323466872
eg2,li3,0.676113234668718
eg4,lm1,0.675949545113996
lm1,eg4,0.675949545113989
eg4,ca1,0.675746153336919
ca1,eg4,0.675746153336908
ast,ve2,0.675535866816609
ve2,ast,0.675535866816609
fur,dlm,0.675374661152643
dlm,fur,0.675374661152639
li1,lm1,0.675118065737256
lm1,li1,0.675118065737248
eg2,li2,0.675077723253539
li2,eg2,0.675077723253539
ita,glg,0.674758549565098
glg,ita,0.674758549565096
glg,ve2,0.674403338853709
ve2,glg,0.674403338853709
lm2,pm3,0.674311323085861
pm3,lm2,0.674311323085861
ruo,ruq,0.674193022011625
ruq,ruo,0.674193022011625
ve3,ro4,0.674084660928804
ro4,ve3,0.6740846609288
pm2,sc1,0.673862920678968
sc1,pm2,0.673862920678968
qbb,por,0.673542201479531
por,qbb,0.673542201479518
pm4,sc4,0.673397784252318
li3,sc2,0.673223280988422
sc2,li3,0.673223280988418
pr1,ca6,0.673200568948585
ca6,pr1,0.67320056894858
dlm,sc1,0.673186722765681
sc1,dlm,0.673186722765677
li3,eg1,0.673016128506829
eg1,li3,0.673016128506827
eg2,lm2,0.672901678402847
lm2,eg2,0.672901678402844
pm2,sc2,0.672880344329206
sc2,pm2,0.672880344329201
itg,sro,0.672817220466175
sro,itg,0.672817220466172
itf,li1,0.672689260377629
li1,itf,0.672689260377625
pr1,ca3,0.672369323905864
ca3,pr1,0.672369323905862
fur,ll2,0.672278207401212
ll2,fur,0.672278207401209
ito,li3,0.672266110325888
li3,ito,0.672266110325883
por,pm5,0.67177054421456
pm5,por,0.671770544214543
ita,ca6,0.671669229647118
ca6,ita,0.671669229647116
sc4,ll1,0.671437207322275
ll1,sc4,0.671437207322268
ca1,src,0.671414253772359
src,ca1,0.67141425377235
eg3,lm2,0.671402987946502
lm2,eg3,0.671402987946499
pm1,eg3,0.67127708029217
eg3,pm1,0.671277080292169
pm3,sc1,0.671137465903504
sc1,pm3,0.671137465903504
ito,pm1,0.670776601544852
pm1,ito,0.670776601544852
ita,ast,0.670499598211033
ast,ita,0.670499598211031
itf,pm5,0.670364953992033
pm5,itf,0.670364953992033
li1,lm2,0.670191951697249
lm2,li1,0.670191951697245
li3,sc3,0.670043738182923
sc3,li3,0.670043738182921
fur,ita,0.669805408329444
ita,fur,0.669805408329444
ll1,ve2,0.669646570940339
ve2,ll1,0.669646570940339
li2,sc2,0.669342220781288
sc2,li2,0.669342220781288
ve1,pm1,0.669029070983701
pm1,ve1,0.669029070983698
li3,eg3,0.668793798201633
eg3,li3,0.668793798201631
