L1,L2,Score_distance
itg,ca4,0.668541024848963
ca4,itg,0.66854102484896
ve1,src,0.667763857364119
src,ve1,0.667763857364116
ve3,pm1,0.667724264047569
pm1,ve3,0.667724264047567
eg1,pm4,0.667515895609698
ve2,pm2,0.667171777382715
pm2,ve2,0.667171777382714
li1,sc2,0.666773129825549
sc2,li1,0.666773129825547
ito,ll1,0.666767792964154
ll1,ito,0.666767792964154
pm3,sc3,0.665978354850662
sc3,pm3,0.66597835485066
glg,ca4,0.665097038151736
ca4,glg,0.665097038151735
ve2,ca1,0.665056868708621
ca1,ve2,0.665056868708612
eg3,ca1,0.664837632117293
ca1,eg3,0.664837632117287
fur,ve2,0.664561591437902
ve2,fur,0.664561591437902
pm4,eg4,0.664473028606275
li3,pm3,0.663889403294045
pm3,li3,0.663889403294043
pm2,sc3,0.663654463992802
sc3,pm2,0.6636544639928
ve3,ca1,0.663399017475698
ca1,ve3,0.663399017475692
sc2,pm5,0.663303044260559
pm5,sc2,0.663303044260554
ron,ita,0.662779721032298
ita,ron,0.66277972103229
eg2,pm5,0.662703842761826
pm5,eg2,0.662703842761826
li1,sc3,0.662628212650069
sc3,li1,0.662628212650069
pm4,ve3,0.662563276417044
eg4,pm2,0.662404718511163
pm2,eg4,0.662404718511163
eg1,pm2,0.66159121934366
pm2,eg1,0.66159121934366
fro,ro1,0.661552122552292
ro1,fro,0.661552122552285
sc3,li2,0.661181941674956
li2,sc3,0.661181941674954
glg,ca6,0.660789259862849
ca6,glg,0.660789259862846
pm1,pm5,0.660603140292508
pm5,pm1,0.660603140292508
itg,dlm,0.660470329782931
dlm,itg,0.660470329782929
ita,ca4,0.660008480547926
ca4,ita,0.660008480547924
sc3,pm5,0.659836422953971
pm5,sc3,0.659836422953963
sc2,ast,0.658239295609245
ast,sc2,0.658239295609232
itg,lm2,0.658086272317647
lm2,itg,0.658086272317647
li3,ve3,0.657571536745025
ve3,li3,0.657571536745025
por,src,0.656914547569902
src,por,0.656914547569887
sc2,pm4,0.656843116091991
eg3,pm2,0.656762747352264
pm2,eg3,0.656762747352264
itg,ll2,0.656619972102906
ll2,itg,0.656619972102903
ast,ca5,0.656541772762576
ca5,ast,0.656541772762576
ca1,spa,0.656017309217787
spa,ca1,0.656017309217784
dlm,sc2,0.655380537860382
sc2,dlm,0.65538053786037
eg3,pm4,0.655364309737956
ll2,sc2,0.655135190842821
sc2,ll2,0.655135190842821
lm2,lm1,0.655048051944218
lm1,lm2,0.655048051944214
eg1,pm3,0.654969102304505
pm3,eg1,0.654969102304505
eg4,lm2,0.654964756839486
lm2,eg4,0.654964756839483
dlm,sc3,0.65477816698087
sc3,dlm,0.654778166980862
li3,pm2,0.654478613091641
pm2,li3,0.654478613091639
src,ve3,0.654134885745172
ve3,src,0.654134885745169
ito,ll2,0.653918170771586
ll2,ito,0.653918170771584
ast,ca4,0.653740447076589
ca4,ast,0.653740447076589
pm3,eg3,0.653188928898294
eg3,pm3,0.653188928898292
ito,ro2,0.653066174057801
ro2,ito,0.653066174057794
li2,pm4,0.652825358677225
src,ve2,0.652599825955891
ve2,src,0.652599825955888
pm4,eg2,0.651915420754721
glg,ca5,0.651630873193255
ca5,glg,0.651630873193253
li2,pm3,0.651605199675625
pm3,li2,0.651605199675621
eg4,li2,0.651311009975317
li2,eg4,0.651311009975317
ito,sro,0.651277872895922
sro,ito,0.651277872895916
ita,ll1,0.651261130869936
ll1,ita,0.651261130869929
ve3,lm2,0.651221758822528
lm2,ve3,0.651221758822523
ll2,ve3,0.651081439061954
ve3,ll2,0.651081439061952
ast,ca6,0.651026748459896
ca6,ast,0.651026748459896
sc2,spa,0.651024775444966
spa,sc2,0.651024775444959
ll2,sc4,0.650244796442596
sc4,ll2,0.650244796442596
eg4,pm4,0.650026729207328
ito,pm5,0.649734221229451
pm5,ito,0.64973422122944
eg1,por,0.649501031326737
por,eg1,0.649501031326737
sc1,pm4,0.648723606370924
ve2,pm4,0.64806359799308
itg,li3,0.647917376589061
li3,itg,0.647917376589059
ve2,lm2,0.647815837353191
lm2,ve2,0.647815837353187
pm5,lm1,0.647221401932201
lm1,pm5,0.647221401932198
pm4,ito,0.646614707639431
ast,ca1,0.64600337165534
ca1,ast,0.646003371655333
li3,pm5,0.645794907607258
pm5,li3,0.645794907607253
dlm,ito,0.645694176462833
ito,dlm,0.645694176462833
sc4,itf,0.644970042621404
itf,sc4,0.6449700426214
ca1,glg,0.644188917441188
glg,ca1,0.644188917441188
itg,pm1,0.644031264321701
pm1,itg,0.644031264321696
ca1,por,0.643133664507156
por,ca1,0.643133664507151
ll2,ro1,0.642916493279844
ro1,ll2,0.642916493279839
eg4,itf,0.642864584054287
itf,eg4,0.642864584054287
li3,ve2,0.642505031641812
ve2,li3,0.642505031641809
ron,nea,0.642172267778848
nea,ron,0.642172267778824
li2,eg3,0.642092051618533
eg3,li2,0.642092051618532
sc3,pm4,0.641839185998298
lat,por,0.641387042651581
por,lat,0.641387042651572
sc2,ca2,0.641262109117516
ca2,sc2,0.641262109117512
lm2,ita,0.640960704563939
ita,lm2,0.640960704563937
ve2,pm3,0.639980149473216
pm3,ve2,0.639980149473212
ito,ro4,0.639826587514507
ro4,ito,0.639826587514493
por,sc1,0.639620553758917
sc1,por,0.639620553758908
por,sc2,0.639587903464579
sc2,por,0.639587903464574
lm1,nea,0.639553690305588
nea,lm1,0.639553690305588
pm5,eg3,0.63934937516877
eg3,pm5,0.639349375168768
ita,li3,0.639263058660552
li3,ita,0.639263058660552
pm5,eg4,0.639204264649826
eg4,pm5,0.639204264649825
nea,ca1,0.639005647375468
ca1,nea,0.639005647375462
itg,src,0.638720913402142
src,itg,0.638720913402139
por,pr1,0.63861986019581
pr1,por,0.638619860195801
eg4,pm3,0.638535114302185
pm3,eg4,0.638535114302185
ita,src,0.637740994020605
src,ita,0.637740994020602
li2,pm2,0.635878102192462
pm2,li2,0.63587810219246
sc4,ast,0.635283282498247
ast,sc4,0.63528328249823
fur,ll1,0.635051333091047
ll1,fur,0.635051333091044
eg1,pm5,0.634839355475108
pm5,eg1,0.634839355475108
ita,ll2,0.634272009481103
ll2,ita,0.634272009481098
sc2,ca4,0.634262253799574
ca4,sc2,0.634262253799567
por,sc4,0.633816860089764
sc4,por,0.633816860089759
sc3,ca2,0.633632889646267
ca2,sc3,0.633632889646254
pm4,nea,0.6335328032201
eg2,por,0.633363517491664
por,eg2,0.633363517491664
itg,pm3,0.633253620400103
pm3,itg,0.6332536204001
eg1,li1,0.632744951275598
li1,eg1,0.632744951275598
pm2,ito,0.632461278360452
ito,pm2,0.632461278360449
itf,eg2,0.632411075344344
eg2,itf,0.632411075344341
ito,src,0.632356730611621
src,ito,0.632356730611617
itg,pm2,0.631148031334235
pm2,itg,0.631148031334233
itg,ca1,0.630269745683349
ca1,itg,0.630269745683342
itg,ro1,0.630149963180266
ro1,itg,0.630149963180254
pm2,ve3,0.629719480372398
ve3,pm2,0.629719480372398
sc3,ast,0.629568872597672
ast,sc3,0.629568872597655
ita,ro2,0.628963256801294
ro2,ita,0.628963256801278
sc4,ca2,0.628660570453773
ca2,sc4,0.628660570453763
ito,pm4,0.62802931354192
pm4,eg1,0.627856161445525
por,sc3,0.627299098494924
sc3,por,0.627299098494924
eg1,itf,0.627055171817239
itf,eg1,0.627055171817237
ve1,pm2,0.626853304157021
pm2,ve1,0.626853304157018
li2,pm5,0.626677580197312
pm5,li2,0.626677580197307
sc2,ca5,0.626315283048667
ca5,sc2,0.626315283048652
sc3,ca4,0.626267056214947
ca4,sc3,0.626267056214939
eg4,ito,0.625962608548194
ito,eg4,0.625962608548194
itg,pm4,0.625769970986859
ll2,ve2,0.625541179680103
ve2,ll2,0.625541179680103
nea,qbb,0.625304346839839
qbb,nea,0.625304346839826
ito,pm3,0.625038584398884
pm3,ito,0.625038584398884
sc4,ca4,0.625027825435769
ca4,sc4,0.625027825435757
ca1,pr1,0.625002876734295
pr1,ca1,0.625002876734291
li1,pm3,0.624950784647761
pm3,li1,0.624950784647757
li1,pm2,0.624944986146511
pm2,li1,0.624944986146508
eg1,li2,0.624942718099159
li2,eg1,0.624942718099156
li1,pm4,0.624931382878206
li1,eg2,0.624749893349086
eg2,li1,0.624749893349082
pm4,ll2,0.624447761266383
eg4,por,0.624102012623005
por,eg4,0.624102012622987
ve1,pm4,0.623882210782528
sc1,itf,0.623784262340359
itf,sc1,0.623784262340352
qbb,ita,0.623156791409169
ita,qbb,0.623156791409162
qbb,ito,0.62310574457667
ito,qbb,0.623105744576667
ca3,spa,0.622970843239647
spa,ca3,0.622970843239647
sc3,spa,0.622834922397015
spa,sc3,0.622834922397
ll2,sc1,0.622333747806715
sc1,ll2,0.622333747806702
ve3,pm3,0.621852439300557
pm3,ve3,0.621852439300555
pm5,lm2,0.621788887468264
lm2,pm5,0.621788887468263
li2,ve2,0.621076390254755
ve2,li2,0.621076390254755
ll2,por,0.620842028379449
por,ll2,0.62084202837944
pm4,itg,0.620796339843724
ita,sro,0.620466859272173
sro,ita,0.620466859272166
sc4,spa,0.620426998987752
spa,sc4,0.62042699898774
sc2,ca6,0.620075701918773
ca6,sc2,0.620075701918765
ca2,spa,0.619979118275317
spa,ca2,0.619979118275317
ito,ro1,0.619337986470721
ro1,ito,0.61933798647071
ca1,ito,0.619007960175757
ito,ca1,0.619007960175757
ve2,pm5,0.618873115226623
pm5,ve2,0.618873115226619
ll2,sc3,0.618814765277756
sc3,ll2,0.618814765277753
li2,ve3,0.618184275331974
ve3,li2,0.618184275331974
sc2,itf,0.617538872678076
itf,sc2,0.617538872678075
sc3,itf,0.616949453404773
itf,sc3,0.61694945340477
ita,ro4,0.616858750357055
ro4,ita,0.61685875035704
pm5,ve3,0.616742611759019
ve3,pm5,0.616742611759019
sc3,ca5,0.616331821343735
ca5,sc3,0.616331821343716
sc4,ca5,0.616242248142003
ca5,sc4,0.616242248141987
ve3,pm4,0.616083912026248
itf,ve3,0.615726496424071
ve3,itf,0.615726496424066
dlm,rup,0.61517959937064
rup,dlm,0.615179599370635
ve1,pm3,0.615092756452188
pm3,ve1,0.615092756452186
itg,eg4,0.614066164146799
eg4,itg,0.614066164146796
sc1,src,0.614054834830844
src,sc1,0.614054834830841
eg3,por,0.613598778276227
por,eg3,0.613598778276205
ita,pm1,0.613108591568673
pm1,ita,0.613108591568673
lat,ito,0.612606967734828
ito,lat,0.612606967734819
sc3,ca6,0.61245055526752
ca6,sc3,0.612450555267508
pm5,pm4,0.610895411935502
li1,eg4,0.609988756902039
eg4,li1,0.609988756902033
eg3,itf,0.607838527330106
itf,eg3,0.607838527330106
spa,glg,0.607568944235836
glg,spa,0.607568944235832
sc4,ca6,0.606253760701765
ca6,sc4,0.606253760701751
sc4,src,0.606090647140375
src,sc4,0.606090647140375
eg4,sc2,0.605975850777446
sc2,eg4,0.605975850777437
itf,ve1,0.605398622553711
ve1,itf,0.605398622553711
sc4,eg2,0.605215835841351
eg2,sc4,0.605215835841349
eg3,sc4,0.605074946523962
sc4,eg3,0.605074946523962
eg1,eg4,0.604566572568267
eg4,eg1,0.604566572568265
li1,li3,0.604066934588539
li3,li1,0.604066934588537
ca5,spa,0.603899600832778
spa,ca5,0.603899600832778
sc2,glg,0.603792971088656
glg,sc2,0.603792971088641
sc2,src,0.603307219666132
src,sc2,0.603307219666132
itg,pm5,0.603121958092834
pm5,itg,0.603121958092828
li1,eg3,0.602745301041133
eg3,li1,0.602745301041128
ve1,ca1,0.602642775946832
ca1,ve1,0.602642775946816
ve1,pm5,0.602166967001225
pm5,ve1,0.60216696700122
sc1,ca4,0.601834220763296
ca4,sc1,0.601834220763291
li1,ve2,0.601541964122206
ve2,li1,0.601541964122206
li1,pm5,0.600191386277634
pm5,li1,0.600191386277629
ito,eg3,0.599438616984566
eg3,ito,0.599438616984563
pm2,pm5,0.598847803159111
pm5,pm2,0.598847803159109
ca4,spa,0.598756597617142
spa,ca4,0.598756597617139
pm4,ll1,0.598716458044102
ita,eg4,0.598124677190229
eg4,ita,0.598124677190227
src,sc3,0.597820267586884
sc3,src,0.597820267586881
ito,li2,0.597811211051998
li2,ito,0.597811211051998
eg3,sc2,0.597209617223871
sc2,eg3,0.597209617223869
eg1,eg2,0.597164530179413
eg2,eg1,0.597164530179413
li1,ve3,0.596766842305734
ve3,li1,0.596766842305731
pm3,pm5,0.596076942887906
pm5,pm3,0.596076942887906
ve3,eg4,0.595021577296652
eg4,ve3,0.595021577296649
ita,ca1,0.593745520472773
ca1,ita,0.593745520472764
sc1,ca2,0.593601959869182
ca2,sc1,0.593601959869176
ve2,eg1,0.593435422869292
eg1,ve2,0.59343542286929
pm4,ita,0.593151772174183
eg1,ito,0.592588407772188
ito,eg1,0.592588407772188
ita,li2,0.59203517293045
li2,ita,0.592035172930447
li3,ve1,0.591723166719353
ve1,li3,0.59172316671935
itf,ve2,0.5913901683561
ve2,itf,0.591390168356098
eg1,sc4,0.59112227683493
sc4,eg1,0.591122276834903
pm1,pm4,0.590576312286052
nea,por,0.590568755257305
por,nea,0.5905687552573
eg3,sc1,0.590456037090164
sc1,eg3,0.590456037090157
eg2,eg4,0.589904203844168
eg4,eg2,0.589904203844168
eg2,ve3,0.589711241889173
ve3,eg2,0.589711241889173
eg2,sc2,0.589605731431267
sc2,eg2,0.589605731431264
ve2,eg4,0.589119886852234
eg4,ve2,0.589119886852231
ita,ro1,0.58833223009227
ro1,ita,0.588332230092248
nea,lat,0.587578700879975
lat,nea,0.587578700879962
ca5,sc1,0.586975671803446
sc1,ca5,0.586975671803446
itg,li2,0.586755750105391
li2,itg,0.586755750105388
eg1,eg3,0.586260986790583
eg3,eg1,0.586260986790579
lat,ita,0.586127939958537
ita,lat,0.586127939958527
sc1,ast,0.585749576461628
ast,sc1,0.58574957646162
eg4,sc4,0.585456040152206
sc4,eg4,0.585456040152202
ito,li1,0.584481691485774
li1,ito,0.584481691485772
ve2,eg2,0.584106528308348
eg2,ve2,0.584106528308346
dlm,ita,0.582072363200479
ita,dlm,0.582072363200479
dlm,ron,0.58206689813786
ron,dlm,0.58206689813786
ita,pm5,0.581401549951966
pm5,ita,0.581401549951947
eg3,sc3,0.580934475879901
sc3,eg3,0.580934475879901
eg1,ita,0.579936116976653
ita,eg1,0.57993611697665
ito,eg2,0.579079256181206
eg2,ito,0.579079256181201
eg4,sc3,0.578786243366549
sc3,eg4,0.578786243366543
ca6,spa,0.578576615902379
spa,ca6,0.578576615902376
ve1,eg4,0.576745539367873
eg4,ve1,0.576745539367871
pm4,ve2,0.576657355485293
eg2,sc1,0.576589203085669
sc1,eg2,0.576589203085665
sc1,glg,0.576511344791658
glg,sc1,0.576511344791649
itg,eg2,0.575101333148642
eg2,itg,0.575101333148639
pm3,ita,0.574162333800851
ita,pm3,0.574162333800848
ruo,ron,0.574129324815462
ron,ruo,0.57412932481546
sc4,glg,0.573916721332765
glg,sc4,0.573916721332742
ca6,sc1,0.57387112469737
sc1,ca6,0.573871124697364
eg1,ve3,0.5729489357506
ve3,eg1,0.572948935750597
itg,por,0.572259828455339
por,itg,0.572259828455334
eg2,eg3,0.572089979343718
eg3,eg2,0.572089979343716
eg4,sc1,0.572022313364413
sc1,eg4,0.572022313364397
eg1,itg,0.571141570324228
itg,eg1,0.571141570324228
pm2,ita,0.570875022173487
ita,pm2,0.570875022173483
li2,li3,0.570313012000148
li3,li2,0.570313012000148
pm1,pm2,0.570276748474489
pm2,pm1,0.570276748474489
sc1,spa,0.56984717648929
spa,sc1,0.569847176489285
ast,glg,0.569826885943868
glg,ast,0.569826885943868
ve2,por,0.569550538530444
por,ve2,0.569550538530423
nea,pm1,0.56932440707661
pm1,nea,0.5693244070766
ita,pm4,0.56889867523983
eg1,sc2,0.568282952667172
sc2,eg1,0.568282952667149
itg,ve3,0.568191609675596
ve3,itg,0.568191609675593
ca4,por,0.567514963141627
por,ca4,0.567514963141622
lm2,nea,0.567244901299644
nea,lm2,0.567244901299632
li1,ve1,0.566655863162499
ve1,li1,0.566655863162496
sc3,glg,0.566600126343377
glg,sc3,0.566600126343355
ca5,por,0.566318014912806
por,ca5,0.566318014912806
eg2,sc3,0.566160236320431
sc3,eg2,0.566160236320431
itg,ve1,0.566101588700319
ve1,itg,0.566101588700319
ito,ve1,0.565809404734118
ve1,ito,0.565809404734116
pm1,pm3,0.564503398539029
pm3,pm1,0.564503398539029
eg1,ve1,0.564058824685574
ve1,eg1,0.564058824685574
ito,ve2,0.564037827515711
ve2,ito,0.564037827515705
ve2,eg3,0.563918553872104
eg3,ve2,0.563918553872102
ve3,eg3,0.562295017304691
eg3,ve3,0.562295017304686
por,ca2,0.561647935987132
ca2,por,0.561647935987119
itg,li1,0.558950876258813
li1,itg,0.558950876258813
eg1,sc1,0.557957033618522
sc1,eg1,0.557957033618487
ito,itf,0.557112108105261
itf,ito,0.557112108105256
sro,src,0.556091023898199
src,sro,0.556091023898195
ve1,eg2,0.556038608517459
eg2,ve1,0.556038608517452
ve1,por,0.5544140781699
por,ve1,0.554414078169895
itg,eg3,0.5543696269499
eg3,itg,0.554369626949894
ve3,por,0.554233839728752
por,ve3,0.554233839728726
por,ito,0.553198906689646
ito,por,0.553198906689635
li1,li2,0.551382998971583
li2,li1,0.551382998971583
eg1,sc3,0.549783059449303
sc3,eg1,0.549783059449274
pm4,lm2,0.546565657387882
ita,eg3,0.545843710285393
eg3,ita,0.54584371028539
ita,ve1,0.545789499816255
ve1,ita,0.545789499816255
ito,ve3,0.543983517777743
ve3,ito,0.543983517777736
ita,eg2,0.541892210372947
eg2,ita,0.541892210372943
itg,ve2,0.541762807592043
ve2,itg,0.541762807592037
por,ca6,0.540272220879299
ca6,por,0.540272220879292
itg,ito,0.539217416662916
ito,itg,0.539217416662916
ca1,sc2,0.538053417747762
sc2,ca1,0.538053417747749
ve2,sc2,0.535633149930307
sc2,ve2,0.535633149930294
ve1,eg3,0.535292014055871
eg3,ve1,0.535292014055866
ita,ve2,0.533935281324416
ve2,ita,0.53393528132441
li2,ve1,0.531148236815431
ve1,li2,0.531148236815431
ita,li1,0.530228998206495
li1,ita,0.530228998206491
ca1,sc3,0.526135610955916
sc3,ca1,0.526135610955903
ita,itf,0.524870747945015
itf,ita,0.524870747945011
pm4,li2,0.523064840540909
ca1,sc1,0.521283632350624
sc1,ca1,0.521283632350587
pm2,pm4,0.519360022620307
pm3,pm4,0.518785135251747
ast,spa,0.51624425187689
spa,ast,0.51624425187689
ita,ve3,0.51590793695273
ve3,ita,0.515907936952728
nea,pr1,0.514066633942856
pr1,nea,0.514066633942826
pm2,nea,0.51393792123901
nea,pm2,0.513937921239004
ve3,sc2,0.513571155081451
sc2,ve3,0.513571155081442
ve2,sc1,0.513466186566634
sc1,ve2,0.513466186566607
itg,itf,0.513134984287248
itf,itg,0.513134984287244
sc4,sc2,0.513097878819789
sc2,sc4,0.513097878819783
eg4,eg3,0.512357032712365
eg3,eg4,0.512357032712362
ll2,ll1,0.511384469520837
ll1,ll2,0.511384469520833
ro3,ro4,0.510800616925614
ro4,ro3,0.51080061692561
ve1,ve3,0.509981989630545
ve3,ve1,0.509981989630545
nea,li3,0.509945001511843
li3,nea,0.509945001511823
ve2,sc4,0.506030261626991
sc4,ve2,0.506030261626981
fur,nea,0.505886927201494
nea,fur,0.505886927201494
pm3,pm2,0.505693465875394
pm2,pm3,0.505693465875391
nea,ca5,0.505675233153346
ca5,nea,0.50567523315333
ve1,ve2,0.505111422660191
ve2,ve1,0.505111422660185
ve2,sc3,0.504605856594305
sc3,ve2,0.504605856594296
sc2,ve1,0.50366523125834
ve1,sc2,0.503665231258331
ve3,sc4,0.502692512736163
sc4,ve3,0.502692512736157
nea,ca4,0.501583571838933
ca4,nea,0.501583571838917
por,spa,0.49506404046719
spa,por,0.495064040467179
pm4,li1,0.492846226793969
ita,por,0.491829318946433
por,ita,0.491829318946433
sc4,ve1,0.490718189541233
ve1,sc4,0.490718189541219
ro4,ro2,0.490321552659984
ro2,ro4,0.490321552659981
nea,pm4,0.489042591510098
nea,pm3,0.488724122559744
pm3,nea,0.488724122559731
sc4,sc3,0.485487152733795
sc3,sc4,0.485487152733793
nea,spa,0.484922598596258
spa,nea,0.484922598596233
ro1,ro3,0.484257571683775
ro3,ro1,0.484257571683771
ll2,nea,0.483948623003869
nea,ll2,0.483948623003861
ve3,sc3,0.483185286104138
sc3,ve3,0.483185286104133
sc1,sc2,0.482528603036856
sc2,sc1,0.482528603036853
ron,rup,0.482405104100644
rup,ron,0.482405104100636
nea,ast,0.480834198686177
ast,nea,0.480834198686151
ruq,rup,0.480350155698247
rup,ruq,0.480350155698233
sc1,ve1,0.480343603806625
ve1,sc1,0.48034360380662
pm4,pm5,0.479106758220364
ro2,ro3,0.47877232304444
ro3,ro2,0.478772323044436
ita,ito,0.478146501260185
ito,ita,0.478146501260185
ca1,sc4,0.477437352921345
sc4,ca1,0.477437352921345
sc4,ito,0.476294338113842
ito,sc4,0.476294338113837
ve3,sc1,0.473848602795908
sc1,ve3,0.473848602795886
sc4,itg,0.472865517549637
itg,sc4,0.472865517549633
nea,glg,0.47241808429924
glg,nea,0.472418084299208
ro4,ro1,0.469754331304527
ro1,ro4,0.469754331304524
ve2,ve3,0.46969045560864
ve3,ve2,0.46969045560864
sro,nea,0.468963006315373
nea,sro,0.468963006315364
dlm,nea,0.468163773902735
nea,dlm,0.468163773902735
ca1,ca3,0.466473839693603
ca3,ca1,0.466473839693599
ita,itg,0.46610915127801
itg,ita,0.46610915127801
sc3,sc2,0.463396049977269
sc2,sc3,0.463396049977266
sc3,ve1,0.462611676339561
ve1,sc3,0.462611676339551
sc1,sc4,0.462021117935294
sc4,sc1,0.462021117935294
ca1,ca5,0.460766144608228
ca5,ca1,0.460766144608224
ron,ruq,0.460084155164872
ruq,ron,0.460084155164872
ca3,ca6,0.454431736817978
ca6,ca3,0.454431736817978
sc1,sc3,0.452592606827957
sc3,sc1,0.452592606827955
nea,pm5,0.451905009295832
pm5,nea,0.451905009295783
li1,nea,0.451853566615147
nea,li1,0.45185356661514
nea,eg4,0.450482065579468
eg4,nea,0.450482065579454
ita,sc4,0.449300903224882
sc4,ita,0.449300903224877
ca1,ca4,0.448786752432468
ca4,ca1,0.448786752432468
ca3,ca4,0.448515719981093
ca4,ca3,0.448515719981089
ca3,ca5,0.448198918269856
ca5,ca3,0.448198918269852
ca1,ca6,0.446539266876391
ca6,ca1,0.446539266876391
nea,ca6,0.446163208881171
ca6,nea,0.446163208881153
pm4,li3,0.445145601403242
pm4,lm1,0.442238261330131
nea,li2,0.439409078163684
li2,nea,0.43940907816366
lat,qbb,0.437676643528342
qbb,lat,0.437676643528342
sc1,itg,0.437334482784986
itg,sc1,0.437334482784975
ro1,ro2,0.436386233710243
ro2,ro1,0.436386233710243
sc1,ito,0.434795963302482
ito,sc1,0.434795963302477
sc2,itg,0.430559538065021
itg,sc2,0.430559538065016
ito,sc3,0.425688693194626
sc3,ito,0.425688693194626
ito,sc2,0.425621652229286
sc2,ito,0.425621652229286
sc3,itg,0.420343926883929
itg,sc3,0.42034392688392
ita,sc2,0.414894786503168
sc2,ita,0.414894786503163
por,ast,0.414519816017962
ast,por,0.414519816017935
nea,ca2,0.410301283163766
ca2,nea,0.410301283163729
eg3,nea,0.4048281973483
nea,eg3,0.404828197348285
nea,eg2,0.403201960538499
eg2,nea,0.403201960538492
ca2,ca5,0.401909588586594
ca5,ca2,0.40190958858659
ca2,ca6,0.397846916826183
ca6,ca2,0.397846916826183
ca4,ca5,0.397486950718244
ca5,ca4,0.397486950718244
ca4,ca6,0.394870641314257
ca6,ca4,0.394870641314253
nea,src,0.390605100595697
src,nea,0.390605100595697
ca2,ca4,0.389172402263502
ca4,ca2,0.389172402263502
pm4,pm1,0.384851563280532
ita,sc3,0.384580305924276
sc3,ita,0.38458030592427
eg1,nea,0.379834852583848
nea,eg1,0.379834852583829
ca2,ca3,0.373444768647025
ca3,ca2,0.373444768647025
ita,sc1,0.37308462048545
sc1,ita,0.37308462048545
nea,ve1,0.372644223886912
ve1,nea,0.372644223886893
ca5,ca6,0.369919364581685
ca6,ca5,0.369919364581681
por,glg,0.349130981814139
glg,por,0.349130981814126
ca1,ca2,0.343087470967695
ca2,ca1,0.343087470967695
nea,ve2,0.341275113787039
ve2,nea,0.341275113787039
nea,ve3,0.326903731254909
ve3,nea,0.326903731254909
nea,itf,0.314573272531507
itf,nea,0.314573272531499
pm4,pm2,0.278619427656069
itg,nea,0.253399630992197
nea,itg,0.253399630992186
pm4,pm3,0.238298991254007
nea,ito,0.232478591771759
ito,nea,0.232478591771748
nea,ita,0.216738568126149
ita,nea,0.216738568126126
sc4,nea,0.132154939754
nea,sc4,0.132154939753973
pm4,ve1,0.0950456367698032
sc3,nea,0.0800868446136298
nea,sc3,0.0800868446136032
nea,sc2,0.0772082340609487
sc2,nea,0.0772082340609487
nea,sc1,0
sc1,nea,0
